home_team,away_team,home_result,away_result,result,date,round,city,stadium,edition
Colombia,Paraguay,2.0,3.0,Paraguay,1957-01-01,qualification,Bogota,,1958-SWEDEN
Canada,United States,5.0,1.0,Canada,1957-01-01,qualification,Toronto,,1958-SWEDEN
Hungary,Bulgaria,4.0,1.0,Hungary,1957-01-01,qualification,Budapest,,1958-SWEDEN
Russia,Poland,3.0,0.0,Russia,1957-01-01,qualification,Moskva,,1958-SWEDEN
Indonesia,China,0.0,0.0,draw,1957-01-01,qualification,Rangoon,,1958-SWEDEN
Uruguay,Colombia,1.0,0.0,Uruguay,1957-01-01,qualification,Montevideo,,1958-SWEDEN
Canada,Mexico,0.0,3.0,Mexico,1957-01-01,qualification,Mexico DF,,1958-SWEDEN
Mexico,Canada,2.0,0.0,Mexico,1957-01-01,qualification,Mexico DF,,1958-SWEDEN
Finland,Poland,1.0,3.0,Poland,1957-01-01,qualification,Helsinki,,1958-SWEDEN
United States,Canada,2.0,3.0,Canada,1957-01-01,qualification,St_Louis,,1958-SWEDEN
Paraguay,Colombia,3.0,0.0,Paraguay,1957-01-01,qualification,Asuncion,,1958-SWEDEN
Paraguay,Uruguay,5.0,0.0,Paraguay,1957-01-01,qualification,Asuncion,,1958-SWEDEN
Russia,Finland,2.0,1.0,Russia,1957-01-01,qualification,Moskva,,1958-SWEDEN
Uruguay,Paraguay,2.0,0.0,Uruguay,1957-01-01,qualification,Montevideo,,1958-SWEDEN
Curacao,Costa Rica,1.0,2.0,Costa Rica,1957-01-01,qualification,Willemstad,,1958-SWEDEN
Curacao,Guatemala,2.0,0.0,Curacao,1957-01-01,qualification,Willemstad,,1958-SWEDEN
Finland,Russia,0.0,10.0,Russia,1957-01-01,qualification,Helsinki,,1958-SWEDEN
Iceland,France,1.0,5.0,France,1957-01-01,qualification,Reykjavik,,1958-SWEDEN
Iceland,Belgium,2.0,5.0,Belgium,1957-01-01,qualification,Reykjavik,,1958-SWEDEN
Luxembourg,Netherlands,2.0,5.0,Netherlands,1957-01-01,qualification,Rotterdam,,1958-SWEDEN
Bulgaria,Hungary,1.0,2.0,Hungary,1957-01-01,qualification,Sofija,,1958-SWEDEN
Chile,Bolivia,2.0,1.0,Chile,1957-01-01,qualification,Santiago,,1958-SWEDEN
Wales,GDR,4.0,1.0,Wales,1957-01-01,qualification,Cardiff,,1958-SWEDEN
Netherlands,Austria,1.0,1.0,draw,1957-01-01,qualification,Amsterdam,,1958-SWEDEN
Luxembourg,Austria,0.0,3.0,Austria,1957-01-01,qualification,Luxembourg,,1958-SWEDEN
Romania,Serbia,1.0,1.0,draw,1957-01-01,qualification,Bucuresti,,1958-SWEDEN
Bolivia,Chile,3.0,0.0,Bolivia,1957-01-01,qualification,La_Paz,,1958-SWEDEN
Denmark,Ireland,0.0,2.0,Ireland,1957-01-01,qualification,Kobenhavn,,1958-SWEDEN
Bolivia,Argentina,2.0,0.0,Bolivia,1957-01-01,qualification,La_Paz,,1958-SWEDEN
Chile,Argentina,0.0,2.0,Argentina,1957-01-01,qualification,Santiago,,1958-SWEDEN
Poland,Russia,2.0,1.0,Poland,1957-01-01,qualification,Chorzow,,1958-SWEDEN
Argentina,Chile,4.0,0.0,Argentina,1957-01-01,qualification,Buenos Aires,,1958-SWEDEN
Mexico,Costa Rica,2.0,0.0,Mexico,1957-01-01,qualification,Mexico DF,,1958-SWEDEN
Belgium,France,0.0,0.0,draw,1957-01-01,qualification,Bruxelles,,1958-SWEDEN
GDR,Czech Republic,1.0,4.0,Czech Republic,1957-01-01,qualification,Leipzig,,1958-SWEDEN
Argentina,Bolivia,4.0,0.0,Argentina,1957-01-01,qualification,Buenos Aires,,1958-SWEDEN
Costa Rica,Mexico,1.0,1.0,draw,1957-01-01,qualification,San_Jose,,1958-SWEDEN
Bulgaria,Norway,7.0,0.0,Bulgaria,1957-01-01,qualification,Sofija,,1958-SWEDEN
Poland,Finland,4.0,0.0,Poland,1957-01-01,qualification,Warsaw,,1958-SWEDEN
Romania,Greece,3.0,0.0,Romania,1957-01-01,qualification,Bucuresti,,1958-SWEDEN
Scotland,Switzerland,3.0,2.0,Scotland,1957-01-01,qualification,Glasgow,,1958-SWEDEN
Hungary,Norway,5.0,0.0,Hungary,1957-01-01,qualification,Budapest,,1958-SWEDEN
Serbia,Greece,4.0,1.0,Serbia,1957-01-01,qualification,Belgrade,,1958-SWEDEN
Serbia,Romania,2.0,0.0,Serbia,1957-01-01,qualification,Belgrade,,1958-SWEDEN
Russia,Poland,2.0,0.0,Russia,1957-01-01,qualification,Leipzig,,1958-SWEDEN
Switzerland,Spain,1.0,4.0,Spain,1957-01-01,qualification,Lausanne,,1958-SWEDEN
Italy,Portugal,3.0,0.0,Italy,1957-01-01,qualification,Milan,,1958-SWEDEN
Northern Ireland,Italy,2.0,1.0,Northern Ireland,1958-01-01,qualification,Belfast,,1958-SWEDEN
Israel,Wales,0.0,2.0,Wales,1958-01-01,qualification,Tel Aviv,,1958-SWEDEN
Wales,Israel,2.0,0.0,Wales,1958-01-01,qualification,Cardiff,,1958-SWEDEN
Sweden,Mexico,3.0,0.0,Sweden,1958-01-01,group_stage,Stockholm,,1958-SWEDEN
Germany,Argentina,3.0,1.0,Germany,1958-01-01,group_stage,Malmo,,1958-SWEDEN
Northern Ireland,Czech Republic,1.0,0.0,Northern Ireland,1958-01-01,group_stage,Halmstad,,1958-SWEDEN
France,Paraguay,7.0,3.0,France,1958-01-01,group_stage,Norrkoping,,1958-SWEDEN
Serbia,Scotland,1.0,1.0,draw,1958-01-01,group_stage,Vasteras,,1958-SWEDEN
Hungary,Wales,1.0,1.0,draw,1958-01-01,group_stage,Sandviken,,1958-SWEDEN
England,Russia,2.0,2.0,draw,1958-01-01,group_stage,Goteborg,,1958-SWEDEN
Brazil,Austria,3.0,0.0,Brazil,1958-01-01,group_stage,Uddevalla,,1958-SWEDEN
Germany,Czech Republic,2.0,2.0,draw,1958-01-01,group_stage,Helsingborg,,1958-SWEDEN
Argentina,Northern Ireland,3.0,1.0,Argentina,1958-01-01,group_stage,Halmstad,,1958-SWEDEN
Paraguay,Scotland,3.0,2.0,Paraguay,1958-01-01,group_stage,Norrkoping,,1958-SWEDEN
Serbia,France,3.0,2.0,Serbia,1958-01-01,group_stage,Vasteras,,1958-SWEDEN
Wales,Mexico,1.0,1.0,draw,1958-01-01,group_stage,Stockholm,,1958-SWEDEN
Brazil,England,0.0,0.0,draw,1958-01-01,group_stage,Goteborg,,1958-SWEDEN
Russia,Austria,2.0,0.0,Russia,1958-01-01,group_stage,Boras,,1958-SWEDEN
Sweden,Hungary,2.0,1.0,Sweden,1958-01-01,group_stage,Stockholm,,1958-SWEDEN
Sweden,Wales,0.0,0.0,draw,1958-01-01,group_stage,Stockholm,,1958-SWEDEN
Germany,Northern Ireland,2.0,2.0,draw,1958-01-01,group_stage,Malmo,,1958-SWEDEN
Czech Republic,Argentina,6.0,1.0,Czech Republic,1958-01-01,group_stage,Helsingborg,,1958-SWEDEN
France,Scotland,2.0,1.0,France,1958-01-01,group_stage,Orebro,,1958-SWEDEN
Serbia,Paraguay,3.0,3.0,draw,1958-01-01,group_stage,Eskilstuna,,1958-SWEDEN
Hungary,Mexico,4.0,0.0,Hungary,1958-01-01,group_stage,Sandviken,,1958-SWEDEN
Brazil,Russia,2.0,0.0,Brazil,1958-01-01,group_stage,Goteborg,,1958-SWEDEN
England,Austria,2.0,2.0,draw,1958-01-01,group_stage,Boras,,1958-SWEDEN
Northern Ireland,Czech Republic,2.0,1.0,Northern Ireland,1958-01-01,group_stage,Malmo,,1958-SWEDEN
Wales,Hungary,2.0,1.0,Wales,1958-01-01,group_stage,Stockholm,,1958-SWEDEN
Russia,England,1.0,0.0,Russia,1958-01-01,group_stage,Goteborg,,1958-SWEDEN
Sweden,Russia,2.0,0.0,Sweden,1958-01-01,quarter_final,Stockholm,,1958-SWEDEN
Germany,Serbia,1.0,0.0,Germany,1958-01-01,quarter_final,Malmo,,1958-SWEDEN
France,Northern Ireland,4.0,0.0,France,1958-01-01,quarter_final,Norrkoping,,1958-SWEDEN
Brazil,Wales,1.0,0.0,Brazil,1958-01-01,quarter_final,Goteborg,,1958-SWEDEN
Sweden,Germany,3.0,1.0,Sweden,1958-01-01,semi_final,Goteborg,,1958-SWEDEN
Brazil,France,5.0,2.0,Brazil,1958-01-01,semi_final,Stockholm,,1958-SWEDEN
France,Germany,6.0,3.0,France,1958-01-01,third_place,Goteborg,,1958-SWEDEN
Brazil,Sweden,5.0,2.0,Brazil,1958-01-01,final,Stockholm,,1958-SWEDEN
Costa Rica,Guatemala,3.0,2.0,Costa Rica,1960-01-01,qualification,San_Jose,,1962-CHILE
Ghana,Nigeria,4.0,1.0,Ghana,1960-01-01,qualification,Accra,,1962-CHILE
Guatemala,Costa Rica,4.0,4.0,draw,1960-01-01,qualification,Guatemala,,1962-CHILE
Honduras,Costa Rica,2.0,1.0,Honduras,1960-01-01,qualification,Tegucigalpa,,1962-CHILE
Nigeria,Ghana,2.0,2.0,draw,1960-01-01,qualification,Lagos,,1962-CHILE
Costa Rica,Honduras,5.0,0.0,Costa Rica,1960-01-01,qualification,San_Jose,,1962-CHILE
Finland,France,1.0,2.0,France,1960-01-01,qualification,Helsinki,,1962-CHILE
Honduras,Guatemala,1.0,1.0,draw,1960-01-01,qualification,Tegucigalpa,,1962-CHILE
Guatemala,Honduras,0.0,2.0,Honduras,1960-01-01,qualification,Guatemala,,1962-CHILE
Dutch Guyana,Dutch Antilles,1.0,2.0,Dutch Antilles,1960-01-01,qualification,Paramaribo,,1962-CHILE
Sweden,Belgium,2.0,0.0,Sweden,1960-01-01,qualification,Stockholm,,1962-CHILE
Luxembourg,England,0.0,9.0,England,1960-01-01,qualification,Luxembourg,,1962-CHILE
Northern Ireland,Germany,3.0,4.0,Germany,1960-01-01,qualification,Belfast,,1962-CHILE
Morocco,Tunisia,2.0,1.0,Morocco,1960-01-01,qualification,Casablanca,,1962-CHILE
South Korea,Japan,2.0,1.0,South Korea,1960-01-01,qualification,Seoul,,1962-CHILE
United States,Mexico,3.0,3.0,draw,1960-01-01,qualification,Los Angeles,,1962-CHILE
Cyprus,Israel,1.0,1.0,draw,1960-01-01,qualification,Levkosia,,1962-CHILE
Tunisia,Morocco,2.0,1.0,Tunisia,1960-01-01,qualification,Tunis,,1962-CHILE
Mexico,United States,3.0,0.0,Mexico,1960-01-01,qualification,Mexico DF,,1962-CHILE
Belgium,Switzerland,2.0,4.0,Switzerland,1960-01-01,qualification,Bruxelles,,1962-CHILE
Greece,Germany,0.0,3.0,Germany,1960-01-01,qualification,Athina,,1962-CHILE
Israel,Cyprus,6.0,1.0,Israel,1960-01-01,qualification,Tel Aviv,,1962-CHILE
Dutch Antilles,Dutch Guyana,0.0,0.0,draw,1960-01-01,qualification,Willemstad,,1962-CHILE
Ecuador,Argentina,3.0,6.0,Argentina,1960-01-01,qualification,Guayaquil,,1962-CHILE
France,Bulgaria,3.0,0.0,France,1960-01-01,qualification,Paris,,1962-CHILE
Argentina,Ecuador,5.0,0.0,Argentina,1960-01-01,qualification,Buenos Aires,,1962-CHILE
Costa Rica,Honduras,1.0,0.0,Costa Rica,1961-01-01,qualification,Guatemala,,1962-CHILE
Morocco,Tunisia,1.0,1.0,draw,1961-01-01,qualification,Palermo,,1962-CHILE
Israel,Ethiopia,1.0,0.0,Israel,1961-01-01,qualification,Tel Aviv,,1962-CHILE
Portugal,Luxembourg,6.0,0.0,Portugal,1961-01-01,qualification,Lisboa,,1962-CHILE
Ethiopia,Israel,2.0,3.0,Israel,1961-01-01,qualification,Tel Aviv,,1962-CHILE
Costa Rica,Mexico,1.0,0.0,Costa Rica,1961-01-01,qualification,San_Jose,,1962-CHILE
Costa Rica,Dutch Antilles,6.0,0.0,Costa Rica,1961-01-01,qualification,San_Jose,,1962-CHILE
Ghana,Morocco,0.0,0.0,draw,1961-01-01,qualification,Accra,,1962-CHILE
Mexico,Dutch Antilles,7.0,0.0,Mexico,1961-01-01,qualification,Mexico DF,,1962-CHILE
Mexico,Costa Rica,4.0,1.0,Mexico,1961-01-01,qualification,Mexico DF,,1962-CHILE
Hungary,GDR,2.0,0.0,Hungary,1961-01-01,qualification,Budapest,,1962-CHILE
Wales,Spain,1.0,2.0,Spain,1961-01-01,qualification,Cardiff,,1962-CHILE
Dutch Antilles,Costa Rica,2.0,0.0,Dutch Antilles,1961-01-01,qualification,Willemstad,,1962-CHILE
Netherlands,Hungary,0.0,3.0,Hungary,1961-01-01,qualification,Rotterdam,,1962-CHILE
Colombia,Peru,1.0,0.0,Colombia,1961-01-01,qualification,Bogota,,1962-CHILE
Greece,Northern Ireland,2.0,1.0,Greece,1961-01-01,qualification,Athina,,1962-CHILE
Scotland,Ireland,4.0,1.0,Scotland,1961-01-01,qualification,Glasgow,,1962-CHILE
Ireland,Scotland,0.0,3.0,Scotland,1961-01-01,qualification,Dublin,,1962-CHILE
Peru,Colombia,1.0,1.0,draw,1961-01-01,qualification,Lima,,1962-CHILE
Germany,Northern Ireland,2.0,1.0,Germany,1961-01-01,qualification,West-Berlin,,1962-CHILE
GDR,Netherlands,1.0,1.0,draw,1961-01-01,qualification,Leipzig,,1962-CHILE
Czech Republic,Scotland,4.0,0.0,Czech Republic,1961-01-01,qualification,Bratislava,,1962-CHILE
Spain,Wales,1.0,1.0,draw,1961-01-01,qualification,Madrid,,1962-CHILE
Switzerland,Belgium,2.0,1.0,Switzerland,1961-01-01,qualification,Lausanne,,1962-CHILE
Portugal,England,1.0,1.0,draw,1961-01-01,qualification,Lisboa,,1962-CHILE
Dutch Antilles,Mexico,0.0,0.0,draw,1961-01-01,qualification,Willemstad,,1962-CHILE
Sweden,Switzerland,4.0,0.0,Sweden,1961-01-01,qualification,Stockholm,,1962-CHILE
Morocco,Ghana,1.0,0.0,Morocco,1961-01-01,qualification,Casablanca,,1962-CHILE
Norway,Turkey,0.0,1.0,Turkey,1961-01-01,qualification,Oslo,,1962-CHILE
Serbia,Poland,2.0,1.0,Serbia,1961-01-01,qualification,Belgrade,,1962-CHILE
Japan,South Korea,0.0,2.0,South Korea,1961-01-01,qualification,Tokyo,,1962-CHILE
Finland,Bulgaria,0.0,2.0,Bulgaria,1961-01-01,qualification,Helsinki,,1962-CHILE
Russia,Turkey,1.0,0.0,Russia,1961-01-01,qualification,Moskva,,1962-CHILE
Poland,Serbia,1.0,1.0,draw,1961-01-01,qualification,Chorzow,,1962-CHILE
Russia,Norway,5.0,2.0,Russia,1961-01-01,qualification,Moskva,,1962-CHILE
Bolivia,Uruguay,1.0,1.0,draw,1961-01-01,qualification,La_Paz,,1962-CHILE
Uruguay,Bolivia,2.0,1.0,Uruguay,1961-01-01,qualification,Montevideo,,1962-CHILE
Norway,Russia,0.0,3.0,Russia,1961-01-01,qualification,Oslo,,1962-CHILE
GDR,Hungary,2.0,3.0,Hungary,1961-01-01,qualification,Ost-Berlin,,1962-CHILE
Scotland,Czech Republic,3.0,2.0,Scotland,1961-01-01,qualification,Glasgow,,1962-CHILE
France,Finland,5.0,1.0,France,1961-01-01,qualification,Paris,,1962-CHILE
England,Luxembourg,4.0,1.0,England,1961-01-01,qualification,London,,1962-CHILE
Belgium,Sweden,0.0,2.0,Sweden,1961-01-01,qualification,Bruxelles,,1962-CHILE
Luxembourg,Portugal,4.0,2.0,Luxembourg,1961-01-01,qualification,Luxembourg,,1962-CHILE
Ireland,Czech Republic,1.0,3.0,Czech Republic,1961-01-01,qualification,Dublin,,1962-CHILE
Serbia,South Korea,5.0,1.0,Serbia,1961-01-01,qualification,Belgrade,,1962-CHILE
Israel,Italy,2.0,4.0,Italy,1961-01-01,qualification,Tel Aviv,,1962-CHILE
Northern Ireland,Greece,2.0,0.0,Northern Ireland,1961-01-01,qualification,Belfast,,1962-CHILE
Germany,Greece,2.0,1.0,Germany,1961-01-01,qualification,Augsburg,,1962-CHILE
Hungary,Netherlands,3.0,3.0,draw,1961-01-01,qualification,Budapest,,1962-CHILE
England,Portugal,2.0,0.0,England,1961-01-01,qualification,London,,1962-CHILE
Switzerland,Sweden,3.0,2.0,Switzerland,1961-01-01,qualification,Bern,,1962-CHILE
Bulgaria,Finland,3.0,1.0,Bulgaria,1961-01-01,qualification,Sofija,,1962-CHILE
Turkey,Norway,2.0,1.0,Turkey,1961-01-01,qualification,Istanbul,,1962-CHILE
Czech Republic,Ireland,7.0,1.0,Czech Republic,1961-01-01,qualification,Prague,,1962-CHILE
Mexico,Paraguay,1.0,0.0,Mexico,1961-01-01,qualification,Mexico DF,,1962-CHILE
Italy,Israel,6.0,0.0,Italy,1961-01-01,qualification,Turin,,1962-CHILE
Paraguay,Mexico,0.0,0.0,draw,1961-01-01,qualification,Asuncion,,1962-CHILE
Switzerland,Sweden,2.0,1.0,Switzerland,1961-01-01,qualification,West-Berlin,,1962-CHILE
Bulgaria,France,1.0,0.0,Bulgaria,1961-01-01,qualification,Sofija,,1962-CHILE
Turkey,Russia,1.0,2.0,Russia,1961-01-01,qualification,Istanbul,,1962-CHILE
Morocco,Spain,0.0,1.0,Spain,1961-01-01,qualification,Casablanca,,1962-CHILE
Spain,Morocco,3.0,2.0,Spain,1961-01-01,qualification,Madrid,,1962-CHILE
South Korea,Serbia,1.0,3.0,Serbia,1961-01-01,qualification,Seoul,,1962-CHILE
Czech Republic,Scotland,4.0,2.0,Czech Republic,1961-01-01,qualification,Bruxelles,,1962-CHILE
Bulgaria,France,1.0,0.0,Bulgaria,1961-01-01,qualification,Milan,,1962-CHILE
Uruguay,Colombia,2.0,1.0,Uruguay,1962-01-01,group_stage,Arica,,1962-CHILE
Chile,Switzerland,3.0,1.0,Chile,1962-01-01,group_stage,Santiago,,1962-CHILE
Brazil,Mexico,2.0,0.0,Brazil,1962-01-01,group_stage,Vina del Mar,,1962-CHILE
Argentina,Bulgaria,1.0,0.0,Argentina,1962-01-01,group_stage,Rancagua,,1962-CHILE
Russia,Serbia,2.0,0.0,Russia,1962-01-01,group_stage,Arica,,1962-CHILE
Germany,Italy,0.0,0.0,draw,1962-01-01,group_stage,Santiago,,1962-CHILE
Czech Republic,Spain,1.0,0.0,Czech Republic,1962-01-01,group_stage,Vina del Mar,,1962-CHILE
Hungary,England,2.0,1.0,Hungary,1962-01-01,group_stage,Rancagua,,1962-CHILE
Serbia,Uruguay,3.0,1.0,Serbia,1962-01-01,group_stage,Santiago,,1962-CHILE
Chile,Italy,2.0,0.0,Chile,1962-01-01,group_stage,Vina del Mar,,1962-CHILE
Brazil,Czech Republic,0.0,0.0,draw,1962-01-01,group_stage,Rancagua,,1962-CHILE
England,Argentina,3.0,1.0,England,1962-01-01,group_stage,Arica,,1962-CHILE
Russia,Colombia,4.0,4.0,draw,1962-01-01,group_stage,Arica,,1962-CHILE
Germany,Switzerland,2.0,1.0,Germany,1962-01-01,group_stage,Santiago,,1962-CHILE
Spain,Mexico,1.0,0.0,Spain,1962-01-01,group_stage,Vina del Mar,,1962-CHILE
Hungary,Bulgaria,6.0,1.0,Hungary,1962-01-01,group_stage,Rancagua,,1962-CHILE
Russia,Uruguay,2.0,1.0,Russia,1962-01-01,group_stage,Arica,,1962-CHILE
Germany,Chile,2.0,0.0,Germany,1962-01-01,group_stage,Santiago,,1962-CHILE
Brazil,Spain,2.0,1.0,Brazil,1962-01-01,group_stage,Vina del Mar,,1962-CHILE
Hungary,Argentina,0.0,0.0,draw,1962-01-01,group_stage,Rancagua,,1962-CHILE
Serbia,Colombia,5.0,0.0,Serbia,1962-01-01,group_stage,Arica,,1962-CHILE
Italy,Switzerland,3.0,0.0,Italy,1962-01-01,group_stage,Santiago,,1962-CHILE
Mexico,Czech Republic,3.0,1.0,Mexico,1962-01-01,group_stage,Vina del Mar,,1962-CHILE
England,Bulgaria,0.0,0.0,draw,1962-01-01,group_stage,Rancagua,,1962-CHILE
Chile,Russia,2.0,1.0,Chile,1962-01-01,quarter_final,Arica,,1962-CHILE
Serbia,Germany,1.0,0.0,Serbia,1962-01-01,quarter_final,Santiago,,1962-CHILE
Brazil,England,3.0,1.0,Brazil,1962-01-01,quarter_final,Vina del Mar,,1962-CHILE
Czech Republic,Hungary,1.0,0.0,Czech Republic,1962-01-01,quarter_final,Rancagua,,1962-CHILE
Brazil,Chile,4.0,2.0,Brazil,1962-01-01,semi_final,Santiago,,1962-CHILE
Czech Republic,Serbia,3.0,1.0,Czech Republic,1962-01-01,semi_final,Vina del Mar,,1962-CHILE
Chile,Serbia,1.0,0.0,Chile,1962-01-01,third_place,Santiago,,1962-CHILE
Brazil,Czech Republic,3.0,1.0,Brazil,1962-01-01,final,Santiago,,1962-CHILE
Netherlands,Albania,2.0,0.0,Netherlands,1964-01-01,qualification,Rotterdam,,1966-ENGLAND
Serbia,Luxembourg,3.0,1.0,Serbia,1964-01-01,qualification,Belgrade,,1966-ENGLAND
Luxembourg,France,0.0,2.0,France,1964-01-01,qualification,Luxembourg,,1966-ENGLAND
Northern Ireland,Switzerland,1.0,0.0,Northern Ireland,1964-01-01,qualification,Belfast,,1966-ENGLAND
Denmark,Wales,1.0,0.0,Denmark,1964-01-01,qualification,Kobenhavn,,1966-ENGLAND
Scotland,Finland,3.0,1.0,Scotland,1964-01-01,qualification,Glasgow,,1966-ENGLAND
Albania,Netherlands,0.0,2.0,Netherlands,1964-01-01,qualification,Tirane,,1966-ENGLAND
Germany,Sweden,1.0,1.0,draw,1964-01-01,qualification,West-Berlin,,1966-ENGLAND
Italy,Finland,6.0,1.0,Italy,1964-01-01,qualification,Genoa,,1966-ENGLAND
Luxembourg,Norway,0.0,2.0,Norway,1964-01-01,qualification,Luxembourg,,1966-ENGLAND
France,Norway,1.0,0.0,France,1964-01-01,qualification,Paris,,1966-ENGLAND
Switzerland,Northern Ireland,2.0,1.0,Switzerland,1964-01-01,qualification,Lausanne,,1966-ENGLAND
Greece,Denmark,4.0,2.0,Greece,1964-01-01,qualification,Athina,,1966-ENGLAND
Greece,Wales,2.0,0.0,Greece,1964-01-01,qualification,Athina,,1966-ENGLAND
Jamaica,Cuba,2.0,0.0,Jamaica,1965-01-01,qualification,Kingston,,1966-ENGLAND
Cuba,Dutch Antilles,1.0,1.0,draw,1965-01-01,qualification,Kingston,,1966-ENGLAND
Jamaica,Dutch Antilles,2.0,0.0,Jamaica,1965-01-01,qualification,Kingston,,1966-ENGLAND
Portugal,Turkey,5.0,1.0,Portugal,1965-01-01,qualification,Lisboa,,1966-ENGLAND
Dutch Antilles,Cuba,1.0,0.0,Dutch Antilles,1965-01-01,qualification,La_Habana,,1966-ENGLAND
Dutch Antilles,Jamaica,0.0,0.0,draw,1965-01-01,qualification,La_Habana,,1966-ENGLAND
Cuba,Jamaica,2.0,1.0,Cuba,1965-01-01,qualification,La_Habana,,1966-ENGLAND
Trinidad and Tobago,Dutch Guyana,4.0,1.0,Trinidad and Tobago,1965-01-01,qualification,Port_of_Spain,,1966-ENGLAND
Costa Rica,Dutch Guyana,1.0,0.0,Costa Rica,1965-01-01,qualification,San_Jose,,1966-ENGLAND
Costa Rica,Trinidad and Tobago,4.0,0.0,Costa Rica,1965-01-01,qualification,San_Jose,,1966-ENGLAND
Dutch Guyana,Costa Rica,1.0,3.0,Costa Rica,1965-01-01,qualification,Paramaribo,,1966-ENGLAND
Honduras,Mexico,0.0,1.0,Mexico,1965-01-01,qualification,San_Pedro_Sula,,1966-ENGLAND
Mexico,Honduras,3.0,0.0,Mexico,1965-01-01,qualification,Mexico DF,,1966-ENGLAND
Trinidad and Tobago,Costa Rica,0.0,1.0,Costa Rica,1965-01-01,qualification,Port_of_Spain,,1966-ENGLAND
United States,Mexico,2.0,2.0,draw,1965-01-01,qualification,Los Angeles,,1966-ENGLAND
Mexico,United States,2.0,0.0,Mexico,1965-01-01,qualification,Mexico DF,,1966-ENGLAND
Dutch Guyana,Trinidad and Tobago,6.0,1.0,Dutch Guyana,1965-01-01,qualification,Paramaribo,,1966-ENGLAND
Northern Ireland,Netherlands,2.0,1.0,Northern Ireland,1965-01-01,qualification,Belfast,,1966-ENGLAND
Wales,Greece,4.0,1.0,Wales,1965-01-01,qualification,Cardiff,,1966-ENGLAND
Honduras,United States,0.0,1.0,United States,1965-01-01,qualification,San_Pedro_Sula,,1966-ENGLAND
United States,Honduras,1.0,1.0,draw,1965-01-01,qualification,Tegucigalpa,,1966-ENGLAND
Netherlands,Northern Ireland,0.0,0.0,draw,1965-01-01,qualification,Rotterdam,,1966-ENGLAND
Albania,Switzerland,0.0,2.0,Switzerland,1965-01-01,qualification,Tirane,,1966-ENGLAND
Serbia,France,1.0,0.0,Serbia,1965-01-01,qualification,Belgrade,,1966-ENGLAND
Poland,Italy,0.0,0.0,draw,1965-01-01,qualification,Warsaw,,1966-ENGLAND
Turkey,Portugal,0.0,1.0,Portugal,1965-01-01,qualification,Ankara,,1966-ENGLAND
Germany,Cyprus,5.0,0.0,Germany,1965-01-01,qualification,Karlsruhe,,1966-ENGLAND
Czech Republic,Portugal,0.0,1.0,Portugal,1965-01-01,qualification,Bratislava,,1966-ENGLAND
Austria,GDR,1.0,1.0,draw,1965-01-01,qualification,Vienna,,1966-ENGLAND
Costa Rica,Mexico,0.0,0.0,draw,1965-01-01,qualification,San_Jose,,1966-ENGLAND
Romania,Turkey,3.0,0.0,Romania,1965-01-01,qualification,Bucuresti,,1966-ENGLAND
Switzerland,Albania,1.0,0.0,Switzerland,1965-01-01,qualification,Geneva,,1966-ENGLAND
Jamaica,Mexico,2.0,3.0,Mexico,1965-01-01,qualification,Kingston,,1966-ENGLAND
Ireland,Spain,1.0,0.0,Ireland,1965-01-01,qualification,Dublin,,1966-ENGLAND
Sweden,Cyprus,3.0,0.0,Sweden,1965-01-01,qualification,Norrkoping,,1966-ENGLAND
Northern Ireland,Albania,4.0,1.0,Northern Ireland,1965-01-01,qualification,Belfast,,1966-ENGLAND
Mexico,Jamaica,8.0,0.0,Mexico,1965-01-01,qualification,Mexico DF,,1966-ENGLAND
Belgium,Israel,1.0,0.0,Belgium,1965-01-01,qualification,Bruxelles,,1966-ENGLAND
Costa Rica,Jamaica,7.0,0.0,Costa Rica,1965-01-01,qualification,San_Jose,,1966-ENGLAND
Peru,Venezuela,1.0,0.0,Peru,1965-01-01,qualification,Lima,,1966-ENGLAND
Mexico,Costa Rica,1.0,0.0,Mexico,1965-01-01,qualification,Mexico DF,,1966-ENGLAND
Jamaica,Costa Rica,1.0,1.0,draw,1965-01-01,qualification,Kingston,,1966-ENGLAND
GDR,Hungary,1.0,1.0,draw,1965-01-01,qualification,Leipzig,,1966-ENGLAND
Russia,Greece,3.0,1.0,Russia,1965-01-01,qualification,Moskva,,1966-ENGLAND
Poland,Scotland,1.0,1.0,draw,1965-01-01,qualification,Chorzow,,1966-ENGLAND
Uruguay,Venezuela,5.0,0.0,Uruguay,1965-01-01,qualification,Montevideo,,1966-ENGLAND
Norway,Luxembourg,4.0,2.0,Norway,1965-01-01,qualification,Trondheim,,1966-ENGLAND
Finland,Scotland,1.0,2.0,Scotland,1965-01-01,qualification,Helsinki,,1966-ENGLAND
Romania,Czech Republic,1.0,0.0,Romania,1965-01-01,qualification,Bucuresti,,1966-ENGLAND
Russia,Wales,2.0,1.0,Russia,1965-01-01,qualification,Moskva,,1966-ENGLAND
Venezuela,Uruguay,1.0,3.0,Uruguay,1965-01-01,qualification,Caracas,,1966-ENGLAND
Venezuela,Peru,3.0,6.0,Peru,1965-01-01,qualification,Caracas,,1966-ENGLAND
Peru,Uruguay,0.0,1.0,Uruguay,1965-01-01,qualification,Lima,,1966-ENGLAND
Bulgaria,Israel,4.0,0.0,Bulgaria,1965-01-01,qualification,Sofija,,1966-ENGLAND
